Gene stable ID	Anopheles gambiae Ensembl Gene ID	Anopheles gambiae % Identity
AALB007519	AGAP004799	84
AALB007537	AGAP001056	97
AALB007538		
AALB007533	AGAP004671	53
AALB007525	AGAP012529	83
AALB007526	AGAP012684	93
AALB007528	AGAP010310	100
AALB007531	AGAP004683	50
AALB007534	AGAP002478	43
AALB007544	AGAP010315	60
AALB007546	AGAP010392	89
AALB007542	AGAP010311	90
AALB007549	AGAP010390	78
AALB007550	AGAP010389	85
AALB007554	AGAP010387	94
AALB007548		
AALB007489	AGAP004725	86
AALB007509	AGAP004784	72
AALB007510	AGAP004786	82
AALB007510	AGAP004773	83
AALB007514	AGAP004793	77
AALB007515	AGAP004794	67
AALB007511	AGAP004787	74
AALB007451		
AALB007448	AGAP004982	30
AALB007449		
AALB007450	AGAP004686	53
AALB007453	AGAP003624	27
AALB007452	AGAP004677	60
AALB007520	AGAP004800	49
AALB007454	AGAP004678	45
AALB007455	AGAP004679	49
AALB007457	AGAP005346	10
AALB007539	AGAP012610	87
AALB007539	AGAP012481	52
AALB007460	AGAP004699	41
AALB007522	AGAP004803	44
AALB007523	AGAP004804	40
AALB007524	AGAP004805	81
AALB007532	AGAP013143	86
AALB007458	AGAP004696	97
AALB007535	AGAP004685	51
AALB007543	AGAP009828	55
AALB007545	AGAP010314	71
AALB007541	AGAP012663	72
AALB007541	AGAP010312	44
AALB007552	AGAP010388	55
AALB007555	AGAP004724	73
AALB007459	AGAP004698	63
AALB007461		
AALB007462	AGAP004701	36
AALB007463		
AALB007466	AGAP004775	63
AALB007470	AGAP004766	95
AALB007467	AGAP004774	59
AALB007468	AGAP004772	95
AALB007469	AGAP004765	86
AALB007474	AGAP004761	73
AALB007473	AGAP004763	66
AALB007471	AGAP004767	70
AALB007472	AGAP004768	73
AALB007477	AGAP004703	90
AALB007481	AGAP004714	79
AALB007480	AGAP004711	92
AALB007476	AGAP004758	75
AALB007475	AGAP004760	63
AALB007479	AGAP004708	74
AALB007478	AGAP004707	75
AALB007488	AGAP004722	46
AALB007491	AGAP004727	56
AALB007482	AGAP004715	82
AALB007483	AGAP004717	66
AALB007485	AGAP004720	77
AALB007494	AGAP004730	56
AALB007486		
AALB007490	AGAP004726	81
AALB007492	AGAP004728	64
AALB007493	AGAP004729	69
AALB007503	AGAP004742	95
AALB007504	AGAP004781	76
AALB007499	AGAP004734	17
AALB007498	AGAP004734	10
AALB007500	AGAP004735	45
AALB007502	AGAP004738	80
AALB007505	AGAP004782	77
AALB007506		
AALB007497	AGAP004733	33
AALB007508	AGAP004783	33
AALB007507		
AALB007501	AGAP004737	78
AALB007495	AGAP004731	83
AALB007496	AGAP004732	39
AALB007512	AGAP010466	0
AALB007516	AGAP004795	75
AALB014669		
AALB014670		
AALB014671		
AALB014676		
AALB014677		
AALB014672		
AALB014674	AGAP004764	31
AALB014675		
AALB014673		
AALB014679		
AALB014678		
AALB014680		
AALB014684		
AALB014681		
AALB014682		
AALB014683		
AALB007412	AGAP011299	77
AALB007442	AGAP012120	45
AALB007371	AGAP010333	52
AALB007371	AGAP028080	28
AALB007375	AGAP010967	16
AALB007389		
AALB007393	AGAP011318	93
AALB007401	AGAP011309	87
AALB007402	AGAP011308	94
AALB007433		
AALB007421	AGAP011292	89
AALB007422	AGAP011291	74
AALB007424	AGAP011288	82
AALB007438	AGAP010752	87
AALB007425	AGAP011287	72
AALB007362	AGAP008735	30
AALB007367		
AALB007368	AGAP010330	46
AALB007383	AGAP000397	48
AALB007385	AGAP011324	88
AALB007390	AGAP011321	60
AALB007395	AGAP011316	77
AALB007396	AGAP011315	81
AALB007355	AGAP010320	82
AALB007359	AGAP010322	98
AALB007357	AGAP005372	28
AALB007358	AGAP010321	99
AALB007405	AGAP011307	74
AALB007407	AGAP011303	75
AALB007403	AGAP028072	80
AALB007361	AGAP010324	87
AALB007363	AGAP010325	85
AALB007419	AGAP011293	65
AALB007441	AGAP011537	69
AALB007427	AGAP011285	67
AALB007420	AGAP008528	82
AALB007443	AGAP000598	73
AALB007416	AGAP011295	79
AALB007415	AGAP011296	57
AALB007437	AGAP010751	47
AALB007429	AGAP011283	81
AALB007417	AGAP011294	82
AALB007440	AGAP011536	65
AALB007435	AGAP011532	93
AALB007426	AGAP011286	96
AALB007409	AGAP000365	54
AALB007410	AGAP011301	75
AALB007439	AGAP011535	95
AALB007430	AGAP011282	38
AALB007431	AGAP011281	75
AALB007413	AGAP011298	95
AALB007411	AGAP011300	87
AALB007366	AGAP010328	72
AALB007364	AGAP027999	78
AALB007365	AGAP010327	87
AALB007370	AGAP027982	58
AALB007373	AGAP010966	65
AALB007377	AGAP000519	41
AALB007387	AGAP011322	79
AALB007386	AGAP011323	69
AALB007400		
AALB007394	AGAP011317	76
AALB007398	AGAP011313	95
AALB007399	AGAP011312	77
AALB007354	AGAP012534	57
AALB007356	AGAP010319	35
AALB007353	AGAP012498	33
AALB007404	AGAP028041	69
AALB007406	AGAP011306	97
AALB007408	AGAP011302	77
AALB007434	AGAP011278	62
AALB007418		
AALB007436		
AALB007428	AGAP011284	96
AALB007414	AGAP011297	88
AALB007432	AGAP011279	79
AALB007360		
AALB007423	AGAP011289	42
AALB007423	AGAP011290	35
AALB007369		
AALB007372	AGAP010332	5
AALB007374		
AALB007376	AGAP010969	88
AALB007380	AGAP010970	84
AALB007378	AGAP028137	85
AALB007378	AGAP028156	86
AALB007378	AGAP028018	51
AALB007378	AGAP028178	86
AALB007379		
AALB007381	AGAP010852	0
AALB007382	AGAP010852	56
AALB007391	AGAP011320	32
AALB007388		
AALB007384	AGAP010722	43
AALB007392	AGAP011319	66
AALB007397	AGAP011314	76
AALB014660		
AALB014661		
AALB014664		
AALB014662		
AALB014663		
AALB014668	AGAP000597	33
AALB014665		
AALB014666		
AALB014667		
AALB001293	AGAP009213	57
AALB001912	AGAP013713	28
AALB001924	AGAP008035	32
AALB001911	AGAP007508	25
AALB001934		
AALB001939	AGAP009858	45
AALB001942	AGAP009860	69
AALB001941		
AALB001953	AGAP013528	17
AALB001960	AGAP009333	84
AALB001362	AGAP007877	65
AALB001983	AGAP007854	9
AALB001363		
AALB001367	AGAP007911	73
AALB001364	AGAP007914	53
AALB001991	AGAP009879	82
AALB002008		
AALB002013	AGAP008619	62
AALB002030	AGAP008072	9
AALB002051	AGAP001614	46
AALB002067	AGAP003084	68
AALB002079		
AALB002086	AGAP004163	62
AALB002095		
AALB002108		
AALB001382	AGAP007951	56
AALB002123		
AALB002138	AGAP003559	55
AALB002163	AGAP004137	35
AALB002163	AGAP004139	34
AALB002189	AGAP001985	88
AALB002203	AGAP001803	43
AALB002196	AGAP001994	72
AALB002234	AGAP013198	57
AALB002232	AGAP001856	56
AALB001403	AGAP001029	41
AALB002245	AGAP002146	69
AALB002245	AGAP002145	83
AALB002260	AGAP002424	80
AALB002289		
AALB002287	AGAP002787	40
AALB002292	AGAP013237	46
AALB002293		
AALB002294	AGAP002793	89
AALB002294	AGAP002794	60
AALB002295	AGAP002795	41
AALB002311	AGAP001351	58
AALB002315	AGAP001358	78
AALB002321	AGAP002829	54
AALB002337		
AALB001418	AGAP007915	62
AALB002338		
AALB002370		
AALB002375		
AALB002373		
AALB002381		
AALB002383		
AALB001420	AGAP007882	92
AALB002405	AGAP003024	66
AALB002426	AGAP003042	83
AALB002443	AGAP001696	58
AALB002449		
AALB002452	AGAP002178	17
AALB002457		
AALB002454	AGAP001595	96
AALB002459	AGAP001591	81
AALB002470		
AALB002469	AGAP001577	62
AALB001438		
AALB002516	AGAP003546	68
AALB002519		
AALB002532	AGAP003534	85
AALB002542	AGAP000072	27
AALB002542	AGAP002488	72
AALB002542	AGAP000071	25
AALB002553		
AALB001436		
AALB002558		
AALB002567		
AALB002573		
AALB002588	AGAP003360	98
AALB001451	AGAP009277	28
AALB002667		
AALB002676		
AALB002672	AGAP001451	26
AALB002680	AGAP013537	54
AALB002696	AGAP001335	62
AALB002720	AGAP013075	50
AALB002722	AGAP001935	84
AALB002735		
AALB002758	AGAP002949	51
AALB002770	AGAP003704	77
AALB002787	AGAP004329	97
AALB002787	AGAP004330	97
AALB001304	AGAP028218	26
AALB001304	AGAP008276	25
AALB001304	AGAP008277	27
AALB001304	AGAP013716	25
AALB001494	AGAP008118	86
AALB001520	AGAP008155	58
AALB001530		
AALB001311	AGAP008289	64
AALB001314		
AALB001555	AGAP008948	48
AALB001549		
AALB001557		
AALB001578		
AALB001571	AGAP009820	72
AALB001623	AGAP009479	34
AALB001624	AGAP009478	27
AALB001632		
AALB001664	AGAP012539	18
AALB001669		
AALB001329	AGAP009534	71
AALB001682		
AALB001328	AGAP009533	78
AALB001703	AGAP009112	17
AALB001721		
AALB001715	AGAP009104	26
AALB001723	AGAP009088	90
AALB001726	AGAP009084	64
AALB001757		
AALB001756	AGAP027984	48
AALB001784	AGAP009604	84
AALB001792		
AALB001799		
AALB001797	AGAP008868	28
AALB001804		
AALB001843		
AALB001344	AGAP009550	77
AALB001340		
AALB001341		
AALB001342		
AALB001859	AGAP007973	9
AALB001877	AGAP009642	81
AALB001898	AGAP009003	71
AALB001895		
AALB001296	AGAP008265	89
AALB001908		
AALB001926	AGAP013760	84
AALB001914	AGAP013736	61
AALB001916	AGAP008043	75
AALB001917	AGAP008042	76
AALB001347	AGAP009557	27
AALB001956	AGAP009337	44
AALB001957	AGAP009336	29
AALB001959	AGAP009334	99
AALB001947	AGAP008635	82
AALB001955	AGAP009338	73
AALB001964	AGAP009329	74
AALB001356	AGAP007868	89
AALB001365	AGAP007878	65
AALB001977	AGAP007856	64
AALB001977	AGAP007859	60
AALB001366	AGAP007912	85
AALB001355	AGAP007867	92
AALB001357	AGAP007869	77
AALB001981	AGAP007854	11
AALB001984	AGAP007853	93
AALB001998	AGAP009870	82
AALB002001	AGAP000514	71
AALB002005		
AALB002010	AGAP008615	78
AALB002021	AGAP008082	90
AALB002022	AGAP008081	32
AALB002016	AGAP008086	91
AALB002020	AGAP008083	57
AALB002029	AGAP008073	88
AALB002031	AGAP008067	63
AALB002034	AGAP008062	53
AALB001361	AGAP013741	77
AALB002038	AGAP008055	57
AALB002039	AGAP008054	93
AALB002041	AGAP008052	72
AALB002044	AGAP008048	73
AALB002047	AGAP001924	40
AALB002047	AGAP013452	36
AALB002054	AGAP001618	54
AALB002055	AGAP001619	22
AALB002050	AGAP001701	92
AALB001369	AGAP007909	96
AALB001370	AGAP007907	68
AALB002063	AGAP002369	94
AALB002064	AGAP002367	66
AALB002069		
AALB002074	AGAP003091	89
AALB002080	AGAP009599	31
AALB002081		
AALB001373	AGAP007904	87
AALB002082	AGAP004169	18
AALB002083	AGAP004167	82
AALB002087		
AALB002088	AGAP004162	81
AALB002091		
AALB002098	AGAP002335	88
AALB002102	AGAP002333	59
AALB002103	AGAP002332	92
AALB002110	AGAP002328	65
AALB001383	AGAP007950	65
AALB002124	AGAP002316	64
AALB002127	AGAP004499	81
AALB002141		
AALB001396		
AALB002152	AGAP004130	85
AALB001397	AGAP007935	53
AALB002156	AGAP004134	89
AALB002158	AGAP004135	78
AALB002159		
AALB002174		
AALB002177	AGAP001974	79
AALB002168		
AALB002170	AGAP002257	98
AALB002173	AGAP002253	80
AALB002182	AGAP001979	7
AALB002201	AGAP003203	87
AALB002200	AGAP001802	96
AALB002206	AGAP001806	79
AALB002220		
AALB002216	AGAP001819	73
AALB002217	AGAP001820	79
AALB002223		
AALB002222	AGAP001824	12
AALB001402	AGAP007930	87
AALB002235	AGAP001859	71
AALB002237	AGAP001862	87
AALB002239	AGAP001865	87
AALB002241	AGAP013371	16
AALB002257	AGAP002586	97
AALB002277	AGAP002777	98
AALB002286		
AALB002301		
AALB002308	AGAP001444	21
AALB002309	AGAP001444	25
AALB002323	AGAP013130	82
AALB002324	AGAP002831	73
AALB001416	AGAP007889	76
AALB002331	AGAP004336	74
AALB002343	AGAP013446	51
AALB002342	AGAP013211	51
AALB001410	AGAP007921	94
AALB002363	AGAP001408	90
AALB002352	AGAP001395	84
AALB002359	AGAP001403	79
AALB002367	AGAP002928	40
AALB002374	AGAP002925	82
AALB002378	AGAP002921	97
AALB002384		
AALB002385	AGAP002915	43
AALB002388	AGAP002913	85
AALB002394		
AALB002398	AGAP003018	93
AALB002416	AGAP003036	93
AALB002399	AGAP003017	90
AALB002400	AGAP003019	95
AALB002402	AGAP003023	98
AALB002403	AGAP003022	83
AALB002404	AGAP003021	99
AALB002406	AGAP003025	89
AALB002419		
AALB002439	AGAP001036	70
AALB002425	AGAP003041	65
AALB002429	AGAP003048	82
AALB002430	AGAP001712	86
AALB002431	AGAP001711	91
AALB002441	AGAP001699	81
AALB002442	AGAP001697	98
AALB002466	AGAP001584	97
AALB002471		
AALB002473	AGAP001572	64
AALB002475	AGAP001569	76
AALB002476	AGAP001568	74
AALB001431	AGAP009205	60
AALB002490	AGAP003766	89
AALB002491	AGAP003767	77
AALB002493	AGAP007635	51
AALB002487	AGAP013142	26
AALB002487	AGAP013194	26
AALB002511	AGAP003787	74
AALB002511	AGAP012882	74
AALB002508	AGAP003784	74
AALB002509	AGAP003784	0
AALB002517	AGAP013240	46
AALB002522	AGAP003544	78
AALB002539		
AALB002528		
AALB002529		
AALB002555	AGAP004204	94
AALB001441	AGAP009196	70
AALB002565	AGAP003832	59
AALB002565	AGAP003833	66
AALB002565	AGAP012923	49
AALB002569	AGAP003826	68
AALB002570	AGAP003825	83
AALB002577	AGAP003351	65
AALB002587	AGAP003359	76
AALB002615	AGAP002105	58
AALB002621	AGAP002099	84
AALB002623	AGAP002098	47
AALB002628	AGAP003622	84
AALB002630	AGAP003625	0
AALB002630	AGAP013153	44
AALB002634	AGAP003630	45
AALB002644	AGAP004012	80
AALB002657	AGAP003993	87
AALB001454	AGAP009280	82
AALB002671	AGAP001959	78
AALB002687	AGAP001345	84
AALB001456	AGAP009283	91
AALB002692	AGAP001341	94
AALB002699	AGAP001454	86
AALB002705	AGAP001954	70
AALB002706	AGAP001953	88
AALB002714	AGAP001940	51
AALB002716	AGAP001942	77
AALB002718	AGAP001944	78
AALB002724		
AALB002727	AGAP001930	93
AALB002729	AGAP000447	57
AALB002732	AGAP002192	96
AALB002730	AGAP001928	78
AALB002734	AGAP012968	30
AALB002766	AGAP003698	85
AALB002766	AGAP003701	85
AALB002766	AGAP012448	64
AALB002769	AGAP003705	90
AALB002778		
AALB002781	AGAP003717	92
AALB002781	AGAP003716	92
AALB002783	AGAP003718	79
AALB001486	AGAP008110	59
AALB001500	AGAP013730	49
AALB001506	AGAP008135	48
AALB001508	AGAP008136	67
AALB001521	AGAP013750	27
AALB001523	AGAP008157	86
AALB001519	AGAP008154	37
AALB001534	AGAP009037	81
AALB001537	AGAP009930	75
AALB001542		
AALB001545	AGAP008303	57
AALB001541	AGAP008308	59
AALB001550		
AALB001552	AGAP013496	42
AALB001552	AGAP013260	1
AALB001558		
AALB001312	AGAP008293	60
AALB001312	AGAP008292	59
AALB001312	AGAP008290	53
AALB001312	AGAP012842	65
AALB001312	AGAP008291	55
AALB001312	AGAP008294	64
AALB001312	AGAP008295	63
AALB001312	AGAP008296	66
AALB001561	AGAP008953	46
AALB001574	AGAP000306	96
AALB001592	AGAP009997	90
AALB001603	AGAP009503	84
AALB001604		
AALB001606	AGAP009500	89
AALB001607	AGAP009499	93
AALB001609	AGAP009497	72
AALB001619	AGAP009482	60
AALB001617		
AALB001618		
AALB001626	AGAP009474	58
AALB001627		
AALB001630	AGAP009471	57
AALB001636	AGAP009460	71
AALB001640		
AALB001643	AGAP009451	49
AALB001648	AGAP009443	94
AALB001659	AGAP009428	44
AALB001660	AGAP009426	74
AALB001325	AGAP009528	69
AALB001662		
AALB001661		
AALB001666		
AALB001668	AGAP009142	86
AALB001670	AGAP009140	39
AALB001672	AGAP009138	60
AALB001673	AGAP012754	39
AALB001681	AGAP009131	64
AALB001694	AGAP009119	81
AALB001331	AGAP009537	98
AALB001702	AGAP009112	12
AALB001332	AGAP009538	98
AALB001710	AGAP009108	17
AALB001728	AGAP009082	95
AALB001749	AGAP008427	50
AALB001741	AGAP008420	60
AALB001746	AGAP028199	77
AALB001764	AGAP009318	86
AALB001768	AGAP028161	59
AALB001769		
AALB001770	AGAP010763	24
AALB001781	AGAP008498	79
AALB001782	AGAP009607	50
AALB001776	AGAP008490	87
AALB001786		
AALB001794	AGAP008865	83
AALB001803		
AALB001814	AGAP008880	49
AALB001805	AGAP008871	44
AALB001806	AGAP008872	87
AALB001826		
AALB001816		
AALB001819	AGAP008883	77
AALB001821	AGAP008885	92
AALB001825	AGAP028213	42
AALB001825	AGAP028036	48
AALB001830	AGAP008895	80
AALB001833	AGAP008893	81
AALB001836	AGAP000270	45
AALB001838	AGAP028217	84
AALB001839		
AALB001337		
AALB001858	AGAP008222	29
AALB001865	AGAP009521	83
AALB001869	AGAP009526	97
AALB001871		
AALB001873	AGAP009646	44
AALB001880	AGAP009639	38
AALB001881	AGAP008293	57
AALB001881	AGAP008292	58
AALB001881	AGAP008290	51
AALB001881	AGAP012842	64
AALB001881	AGAP008291	54
AALB001881	AGAP008294	61
AALB001881	AGAP008295	60
AALB001881	AGAP008296	61
AALB001882	AGAP009638	5
AALB001890		
AALB001891	AGAP008998	81
AALB001893		
AALB001899	AGAP028171	30
AALB001899	AGAP000133	9
AALB001899	AGAP000135	23
AALB001899	AGAP000134	4
AALB001901	AGAP000767	52
AALB001902	AGAP013759	40
AALB001297	AGAP008267	68
AALB001350	AGAP007862	54
AALB001353	AGAP007865	76
AALB001919	AGAP008040	29
AALB001921	AGAP008037	88
AALB001923	AGAP008036	75
AALB001913	AGAP008046	95
AALB001915	AGAP008044	67
AALB001920	AGAP008039	75
AALB001922		
AALB001354	AGAP007866	65
AALB001932	AGAP009305	98
AALB001931	AGAP008027	99
AALB001936	AGAP009307	79
AALB001940		
AALB001945	AGAP009862	53
AALB001946	AGAP012814	79
AALB001946	AGAP009864	79
AALB001949	AGAP009347	88
AALB001944	AGAP009863	92
AALB001948	AGAP008928	99
AALB001952	AGAP009342	71
AALB001958	AGAP009335	80
AALB001962		
AALB001963	AGAP009330	91
AALB001967	AGAP007740	94
AALB001969	AGAP007742	72
AALB001970	AGAP007743	82
AALB001973	AGAP007745	64
AALB001966	AGAP009325	93
AALB001968	AGAP007741	84
AALB001972	AGAP007746	65
AALB001974	AGAP007749	87
AALB001976	AGAP007857	61
AALB001979	AGAP013721	55
AALB001979	AGAP013751	0
AALB001979	AGAP013743	0
AALB001986	AGAP007852	94
AALB001988		
AALB001982	AGAP007855	87
AALB001985	AGAP013775	100
AALB001989		
AALB001992	AGAP009878	77
AALB001992	AGAP012728	83
AALB001994	AGAP009876	89
AALB001995		
AALB001997	AGAP009871	84
AALB001996	AGAP009873	66
AALB001996	AGAP009872	66
AALB001359	AGAP007873	83
AALB001358	AGAP007870	73
AALB002000	AGAP009867	83
AALB002002	AGAP009866	94
AALB002004	AGAP009975	75
AALB002003	AGAP009865	88
AALB002007		
AALB002012	AGAP008620	77
AALB002015	AGAP002395	94
AALB002015	AGAP000953	94
AALB002019	AGAP008084	85
AALB002009	AGAP008614	75
AALB002011	AGAP008621	79
AALB002014	AGAP008617	99
AALB002018	AGAP008085	88
AALB002023	AGAP008080	66
AALB002025		
AALB002026	AGAP008077	78
AALB002028	AGAP008072	74
AALB002033	AGAP008064	88
AALB002035	AGAP008060	85
AALB002036	AGAP008059	88
AALB002048	AGAP013252	64
AALB002040	AGAP008053	86
AALB002043	AGAP008049	79
AALB002049	AGAP003961	37
AALB002052	AGAP001615	77
AALB002053	AGAP001617	91
AALB002058	AGAP001621	83
AALB001371	AGAP007905	84
AALB002059	AGAP001622	97
AALB002060	AGAP002695	77
AALB002061	AGAP002371	77
AALB001374	AGAP007902	87
AALB001375	AGAP007901	97
AALB001376	AGAP007899	57
AALB002066	AGAP002363	76
AALB002068	AGAP003085	95
AALB002070	AGAP013263	71
AALB002072	AGAP003087	66
AALB002065	AGAP002366	96
AALB002071	AGAP003088	73
AALB002073	AGAP003089	92
AALB002077	AGAP004170	85
AALB002092	AGAP004232	70
AALB002089	AGAP004161	97
AALB002093		
AALB002094	AGAP004230	41
AALB002097	AGAP004229	72
AALB002104	AGAP002331	93
AALB002105	AGAP002329	68
AALB002109	AGAP002327	71
AALB002106		
AALB002107		
AALB002111	AGAP012947	54
AALB002112	AGAP002325	31
AALB002113	AGAP002325	43
AALB002114	AGAP002325	43
AALB002117	AGAP002322	82
AALB002119	AGAP002320	93
AALB002120		
AALB002121	AGAP002318	88
AALB001379	AGAP007896	95
AALB001381	AGAP007244	82
AALB001385	AGAP007948	47
AALB001393	AGAP007939	98
AALB001393	AGAP007940	73
AALB001378	AGAP007897	82
AALB001380	AGAP007895	63
AALB001384		
AALB001387	AGAP013738	56
AALB001392	AGAP007941	86
AALB001394	AGAP007938	54
AALB001395	AGAP007936	54
AALB002125	AGAP002315	55
AALB002126	AGAP002200	82
AALB002128	AGAP004498	80
AALB002129	AGAP004497	83
AALB002131	AGAP004495	53
AALB002133		
AALB002134	AGAP003562	1
AALB002134	AGAP003566	65
AALB002134	AGAP003565	36
AALB002140	AGAP004118	80
AALB002135	AGAP003560	85
AALB002142	AGAP004119	72
AALB002144	AGAP004121	86
AALB002146	AGAP004124	77
AALB002147	AGAP004125	81
AALB002148	AGAP004126	79
AALB002143	AGAP004120	96
AALB002149	AGAP004127	77
AALB002151	AGAP004129	92
AALB002153	AGAP004128	93
AALB001398	AGAP007934	85
AALB001401	AGAP007932	88
AALB001399		
AALB001400	AGAP007933	72
AALB002154	AGAP004131	86
AALB002157	AGAP013195	84
AALB002162	AGAP004140	78
AALB002161	AGAP004138	90
AALB002161	AGAP012792	93
AALB002167	AGAP002259	60
AALB002175	AGAP001972	73
AALB002180	AGAP001976	87
AALB002164	AGAP013524	67
AALB002166	AGAP002260	85
AALB002169	AGAP002258	75
AALB002172	AGAP002255	62
AALB002178	AGAP013031	68
AALB002184	AGAP001980	93
AALB002185	AGAP001981	85
AALB002188	AGAP001984	88
AALB002190	AGAP001986	59
AALB002192		
AALB002187	AGAP001983	84
AALB002195		
AALB002198	AGAP001996	83
AALB002204	AGAP001804	79
AALB002194	AGAP001993	62
AALB002197	AGAP001995	99
AALB002205	AGAP001805	85
AALB002207	AGAP001807	70
AALB002215	AGAP001817	69
AALB002209	AGAP001810	91
AALB002213	AGAP001813	100
AALB002214	AGAP001816	61
AALB002218	AGAP001821	84
AALB002219	AGAP001823	95
AALB002221		
AALB002225	AGAP001825	52
AALB002224	AGAP001824	14
AALB002226	AGAP001826	78
AALB002228	AGAP001828	67
AALB002231	AGAP001854	72
AALB002231	AGAP012898	81
AALB002233	AGAP001858	90
AALB002240	AGAP001866	29
AALB002244	AGAP002144	91
AALB002254	AGAP002583	54
AALB002254	AGAP002582	51
AALB002256	AGAP002585	42
AALB002258	AGAP002426	91
AALB002248	AGAP002150	87
AALB002252	AGAP002154	75
AALB002259	AGAP002425	71
AALB002262	AGAP002422	71
AALB002263	AGAP002421	92
AALB002267	AGAP002414	79
AALB002270	AGAP003551	70
AALB002279	AGAP002779	88
AALB002283	AGAP002782	55
AALB002275	AGAP003547	96
AALB002278	AGAP013266	70
AALB002280	AGAP002780	98
AALB001405	AGAP007925	83
AALB002284	AGAP002783	73
AALB002288	AGAP002788	81
AALB002298	AGAP001433	84
AALB002296	AGAP002796	71
AALB002306	AGAP001442	77
AALB002305	AGAP001443	59
AALB002310	AGAP001350	58
AALB002312	AGAP001355	69
AALB002313	AGAP001356	84
AALB002314	AGAP001357	88
AALB002318		
AALB002317	AGAP002825	95
AALB002320	AGAP002826	79
AALB002322	AGAP002830	95
AALB002325		
AALB002326	AGAP002832	22
AALB002327	AGAP004333	80
AALB002328	AGAP004334	49
AALB002330		
AALB002333	AGAP004099	74
AALB002333	AGAP012925	66
AALB002333	AGAP004097	80
AALB002335	AGAP004103	82
AALB002332	AGAP004337	55
AALB002334	AGAP004102	60
AALB002336	AGAP004104	77
AALB002339		
AALB002340	AGAP004106	53
AALB001406	AGAP007924	83
AALB001407	AGAP007923	48
AALB001414	AGAP007894	65
AALB002344	AGAP003162	73
AALB002349	AGAP001390	60
AALB002345	AGAP003161	77
AALB001411	AGAP007920	85
AALB001413	AGAP007918	84
AALB001415	AGAP007893	79
AALB002351	AGAP001394	91
AALB002356	AGAP001400	31
AALB002358	AGAP001402	87
AALB002360	AGAP001404	47
AALB002364	AGAP003586	94
AALB002350	AGAP001393	58
AALB002353	AGAP001396	83
AALB002357	AGAP001401	79
AALB002362	AGAP001407	98
AALB002365	AGAP003584	75
AALB002369		
AALB002371	AGAP002926	75
AALB002377	AGAP002922	86
AALB002379	AGAP002919	74
AALB001419	AGAP007881	66
AALB002392	AGAP002752	89
AALB001422	AGAP007885	91
AALB002393	AGAP002754	77
AALB002390	AGAP002908	96
AALB001424	AGAP007887	51
AALB002395	AGAP002757	49
AALB002397	AGAP003016	80
AALB002401		
AALB002409	AGAP003029	58
AALB002411	AGAP003031	58
AALB002411	AGAP013077	50
AALB002412	AGAP003032	58
AALB002413	AGAP003033	84
AALB002415	AGAP003035	77
AALB002396	AGAP002759	95
AALB002408	AGAP003028	81
AALB002410	AGAP003030	81
AALB002414	AGAP003034	39
AALB002417	AGAP003037	72
AALB002418	AGAP003038	62
AALB002427	AGAP003043	66
AALB002433	AGAP001708	65
